year,day,net.treatment,rep,microsite,annuals,flowering.shrub,net.time,mean.visitation.duration,mean.floral.density,count,rate
2015,D6,OA,2,open,annuals,no shrub flowers,0.0,0.0,200.0,1,Inf
2015,D6,OA,3,open,annuals,no shrub flowers,1420.0,0.009713453132588635,27.75862068965517,29,0.020422535211267606
2015,D6,OA,4,open,annuals,no shrub flowers,5204.0,0.0157539430266703,10.909090909090908,66,0.012682551883166795
2015,D6,SA,1,Larrea,annuals,no shrub flowers,0.0,0.0,200.0,5,Inf
2015,D6,SA,2,Larrea,annuals,no shrub flowers,0.0,0.0,200.0,5,Inf
2015,D6,SA,3,Larrea,annuals,no shrub flowers,0.0,0.0,200.0,2,Inf
2015,D6,SA,4,Larrea,annuals,no shrub flowers,0.0,0.0,200.0,1,Inf
2015,D6,SAA,1,Larrea,annuals,flowering shrub,680.0,0.005803038061102577,40.642857142857146,28,0.041176470588235294
2015,D6,SAA,2,Larrea,annuals,flowering shrub,4488.0,0.09204265791632485,24.5,10,0.0022281639928698753
2015,D6,SAA,3,Larrea,annuals,flowering shrub,873.0,0.013794084186575654,20.333333333333332,12,0.013745704467353952
2015,D6,SAA,4,Larrea,annuals,flowering shrub,240.0,0.007489234225800411,37.5,6,0.025
2015,D6,SX,1,Larrea,none,flowering shrub,0.0,0.0,200.0,4,Inf
2015,D6,SX,2,Larrea,none,flowering shrub,0.0,0.0,200.0,2,Inf
2015,D6,SX,3,Larrea,none,flowering shrub,0.0,0.0,200.0,4,Inf
2015,D6,SX,4,Larrea,none,flowering shrub,0.0,0.0,200.0,1,Inf
2015,D7,OA,1,open,annuals,no shrub flowers,307.0,0.0045766249254621345,50.76923076923077,13,0.04234527687296417
2015,D7,OA,2,open,annuals,no shrub flowers,737.0,0.006148429939600227,28.095238095238095,21,0.028493894165535955
2015,D7,OA,3,open,annuals,no shrub flowers,5455.0,0.06366713352007469,25.625,16,0.002933088909257562
2015,D7,OA,4,open,annuals,no shrub flowers,1582.0,0.014434965098772755,26.52173913043478,23,0.014538558786346398
2015,D7,SA,1,Larrea,annuals,no shrub flowers,0.0,0.0,200.0,6,Inf
2015,D7,SA,2,Larrea,annuals,no shrub flowers,0.0,0.0,200.0,5,Inf
2015,D7,SA,3,Larrea,annuals,no shrub flowers,0.0,0.0,200.0,5,Inf
2015,D7,SA,4,Larrea,annuals,no shrub flowers,0.0,0.0,161.8,5,Inf
2015,D7,SAA,1,Larrea,annuals,flowering shrub,604.0,0.009122626833209987,21.846153846153847,13,0.02152317880794702
2015,D7,SAA,2,Larrea,annuals,flowering shrub,0.0,0.0,200.0,5,Inf
2015,D7,SAA,3,Larrea,annuals,flowering shrub,5162.0,0.11638708513708514,32.875,8,0.0015497869043006587
2015,D7,SAA,4,Larrea,annuals,flowering shrub,31.0,0.0010903974674639466,84.8,5,0.16129032258064516
2015,D7,SX,1,Larrea,none,flowering shrub,76.0,0.001989945538332635,67.85714285714286,7,0.09210526315789473
2015,D7,SX,2,Larrea,none,flowering shrub,0.0,0.0,200.0,3,Inf
2015,D7,SX,3,Larrea,none,flowering shrub,613.0,0.017350693461647325,48.8,10,0.01631321370309951
2015,D7,SX,4,Larrea,none,flowering shrub,274.0,0.006830022185108558,61.42857142857143,7,0.025547445255474453
2015,D8,OA,1,open,annuals,no shrub flowers,706.0,0.006335816207484519,50.86363636363637,22,0.031161473087818695
2015,D8,OA,2,open,annuals,no shrub flowers,1849.0,0.009663173848284513,19.314285714285713,35,0.018929150892374257
2015,D8,OA,3,open,annuals,no shrub flowers,397.0,0.00694055944055944,61.81818181818182,11,0.027707808564231738
2015,D8,OA,4,open,annuals,no shrub flowers,185.0,0.009199403281949278,86.0,5,0.02702702702702703
2015,D8,SA,1,Larrea,annuals,no shrub flowers,0.0,0.0,163.2,5,Inf
2015,D8,SA,2,Larrea,annuals,no shrub flowers,6.0,1.4453651956060899e-4,156.0,8,1.3333333333333333
2015,D8,SA,3,Larrea,annuals,no shrub flowers,116.0,0.005696326851306226,116.0,4,0.034482758620689655
2015,D8,SA,4,Larrea,annuals,no shrub flowers,36.0,0.0017126546146527116,164.4,5,0.1388888888888889
2015,D8,SAA,1,Larrea,annuals,flowering shrub,1802.0,0.018802955048207354,23.789473684210527,19,0.010543840177580466
2015,D8,SAA,2,Larrea,annuals,flowering shrub,509.0,0.006774472615957943,22.666666666666668,15,0.029469548133595286
2015,D8,SAA,3,Larrea,annuals,flowering shrub,9737.0,0.08832547169811321,36.8,20,0.002054020745609531
2015,D8,SAA,4,Larrea,annuals,flowering shrub,1280.0,0.020482949544734442,43.72727272727273,11,0.00859375
2015,D8,SX,1,Larrea,none,flowering shrub,27.0,9.861212563915267e-4,100.4,5,0.18518518518518517
2015,D8,SX,2,Larrea,none,flowering shrub,32.0,6.408995677712558e-4,36.55555555555556,9,0.28125
2015,D8,SX,3,Larrea,none,flowering shrub,0.0,0.0,200.0,2,Inf
2015,D8,SX,4,Larrea,none,flowering shrub,50.0,0.003080145382862071,82.66666666666667,3,0.06
2015,D9,OA,1,open,annuals,no shrub flowers,691.0,0.012305226604932775,81.63636363636364,11,0.015918958031837915
2015,D9,OA,2,open,annuals,no shrub flowers,2435.0,0.02479128487069843,50.4,20,0.008213552361396304
2015,D9,OA,3,open,annuals,no shrub flowers,302.0,0.00975263191887877,74.66666666666667,6,0.019867549668874173
2015,D9,OA,4,open,annuals,no shrub flowers,142.0,0.00390646492434663,125.6,10,0.07042253521126761
2015,D9,SA,1,Larrea,annuals,no shrub flowers,0.0,0.0,112.5,2,Inf
2015,D9,SA,2,Larrea,annuals,no shrub flowers,54.0,0.0017786561264822136,172.16666666666666,6,0.1111111111111111
2015,D9,SA,3,Larrea,annuals,no shrub flowers,1.0,4.2517006802721087e-4,174.14285714285714,7,7.0
2015,D9,SA,4,Larrea,annuals,no shrub flowers,0.0,0.0,156.5,4,Inf
2015,D9,SAA,1,Larrea,annuals,flowering shrub,258.0,0.00907747519527127,41.666666666666664,6,0.023255813953488372
2015,D9,SAA,2,Larrea,annuals,flowering shrub,388.0,0.00878205563477513,80.66666666666667,9,0.023195876288659795
2015,D9,SAA,3,Larrea,annuals,flowering shrub,160.0,0.004997501249375313,110.0,6,0.0375
2015,D9,SAA,4,Larrea,annuals,flowering shrub,4938.0,0.14836848747070489,109.0,6,0.001215066828675577
2015,D9,SX,1,Larrea,none,flowering shrub,1.0,4.65809577044904e-5,157.25,4,4.0
2015,D9,SX,2,Larrea,none,flowering shrub,5.0,2.9096834264432026e-4,145.0,3,0.6
2015,D9,SX,3,Larrea,none,flowering shrub,0.0,0.0,137.66666666666666,3,Inf
2015,D9,SX,4,Larrea,none,flowering shrub,1.0,6.109481915933529e-5,140.66666666666666,3,3.0
2016,D10,AMB,1,Ambrosia,annuals,no shrub flowers,374.0,0.0029676886942169747,12.0,24,0.06417112299465241
2016,D10,AMB,2,Ambrosia,annuals,no shrub flowers,2064.0,0.022483660130718952,15.0,17,0.008236434108527133
2016,D10,AMB,3,Ambrosia,annuals,no shrub flowers,490.0,0.0037236306158429083,12.0,24,0.04897959183673469
2016,D10,AMB,4,Ambrosia,annuals,no shrub flowers,41.0,0.00876068376068376,17.0,2,0.04878048780487805
2016,D10,OA,1,open,annuals,no shrub flowers,588.0,0.006661832683766881,18.0,17,0.02891156462585034
2016,D10,OA,2,open,annuals,no shrub flowers,1088.0,0.008405958341059398,21.0,24,0.022058823529411766
2016,D10,OA,3,open,annuals,no shrub flowers,3022.0,0.020476751907414183,11.0,27,0.008934480476505625
2016,D10,OA,4,open,annuals,no shrub flowers,955.0,0.020962289828350675,12.0,9,0.009424083769633508
2016,D10,SA,1,Larrea,annuals,no shrub flowers,4.0,0.0014814814814814814,200.0,3,0.75
2016,D10,SA,2,Larrea,annuals,no shrub flowers,24.0,0.013333333333333332,200.0,2,0.08333333333333333
2016,D10,SA,3,Larrea,annuals,no shrub flowers,1.0,0.0011111111111111111,200.0,1,1.0
2016,D10,SA,4,Larrea,annuals,no shrub flowers,0.0,0.0,200.0,1,Inf
2016,D10,SAA,2,Larrea,annuals,flowering shrub,1835.0,0.008187870350539016,24.0,42,0.022888283378746595
2016,D10,SAA,3,Larrea,annuals,flowering shrub,662.0,0.0035802168681214677,20.0,35,0.052870090634441085
2016,D10,SAA,4,Larrea,annuals,flowering shrub,942.0,0.01205142966800998,12.0,15,0.01592356687898089
2016,D10,SX,1,Larrea,none,flowering shrub,112.0,0.06222222222222222,200.0,2,0.017857142857142856
2016,D10,SX,2,Larrea,none,flowering shrub,403.0,0.14925925925925926,200.0,3,0.007444168734491315
2016,D10,SX,3,Larrea,none,flowering shrub,0.0,0.0,200.0,1,Inf
2016,D10,SX,4,Larrea,none,flowering shrub,0.0,0.0,200.0,1,Inf
2016,D11,AMB,1,Ambrosia,annuals,no shrub flowers,96.0,0.008862629246676515,8.0,2,0.020833333333333332
2016,D11,AMB,2,Ambrosia,annuals,no shrub flowers,127.0,0.21166666666666667,13.0,1,0.007874015748031496
2016,D11,AMB,3,Ambrosia,annuals,no shrub flowers,293.0,0.004791574678244943,20.0,11,0.03754266211604096
2016,D11,AMB,4,Ambrosia,annuals,no shrub flowers,31.0,0.017222222222222222,20.0,2,0.06451612903225806
2016,D11,OA,1,open,annuals,no shrub flowers,772.0,0.007376970855231725,19.0,23,0.029792746113989636
2016,D11,OA,2,open,annuals,no shrub flowers,335.0,0.012112665871208014,16.0,7,0.020895522388059702
2016,D11,OA,3,open,annuals,no shrub flowers,640.0,0.010517320712548479,8.0,12,0.01875
2016,D11,OA,4,open,annuals,no shrub flowers,341.0,0.007606683173838364,16.0,9,0.026392961876832845
2016,D11,SA,1,Larrea,annuals,no shrub flowers,362.0,0.05746031746031746,200.0,7,0.019337016574585635
2016,D11,SA,2,Larrea,annuals,no shrub flowers,17.0,0.006296296296296296,200.0,3,0.17647058823529413
2016,D11,SA,3,Larrea,annuals,no shrub flowers,129.0,0.04777777777777778,200.0,3,0.023255813953488372
2016,D11,SA,4,Larrea,annuals,no shrub flowers,87.0,0.024166666666666666,200.0,4,0.04597701149425287
2016,D11,SAA,1,Larrea,annuals,flowering shrub,384.0,0.010796221322537113,15.0,8,0.020833333333333332
2016,D11,SAA,2,Larrea,annuals,flowering shrub,0.0,0.0,12.0,1,Inf
2016,D11,SAA,3,Larrea,annuals,flowering shrub,245.0,0.008456148828219377,8.0,7,0.02857142857142857
2016,D11,SAA,4,Larrea,annuals,flowering shrub,92.0,0.008856372737774355,11.0,2,0.021739130434782608
2016,D11,SX,1,Larrea,none,flowering shrub,118.0,0.026222222222222223,200.0,5,0.0423728813559322
2016,D11,SX,2,Larrea,none,flowering shrub,59.0,0.01638888888888889,200.0,4,0.06779661016949153
2016,D11,SX,3,Larrea,none,flowering shrub,153.0,0.02125,200.0,8,0.05228758169934641
2016,D11,SX,4,Larrea,none,flowering shrub,290.0,0.053703703703703705,200.0,6,0.020689655172413793
2016,D12,AMB,1,Ambrosia,annuals,no shrub flowers,1350.0,0.005755015389337448,13.0,53,0.03925925925925926
2016,D12,AMB,2,Ambrosia,annuals,no shrub flowers,895.0,0.006140062018056585,14.0,36,0.04022346368715084
2016,D12,AMB,3,Ambrosia,annuals,no shrub flowers,761.0,0.009707499394078552,11.0,21,0.02759526938239159
2016,D12,AMB,4,Ambrosia,annuals,no shrub flowers,700.0,0.0052268450763119385,8.0,28,0.04
2016,D12,OA,1,open,annuals,no shrub flowers,219.0,0.0054351872533690716,26.0,9,0.0410958904109589
2016,D12,OA,2,open,annuals,no shrub flowers,1742.0,0.0212911584247965,12.0,22,0.012629161882893225
2016,D12,OA,3,open,annuals,no shrub flowers,534.0,0.00978021978021978,20.0,12,0.02247191011235955
2016,D12,OA,4,open,annuals,no shrub flowers,435.0,0.006385414831777347,19.0,14,0.03218390804597701
2016,D12,SA,1,Larrea,annuals,no shrub flowers,38.0,0.010555555555555556,200.0,4,0.10526315789473684
2016,D12,SA,2,Larrea,annuals,no shrub flowers,3.0,0.0033333333333333335,200.0,1,0.3333333333333333
2016,D12,SA,3,Larrea,annuals,no shrub flowers,134.0,0.04962962962962963,200.0,3,0.022388059701492536
2016,D12,SA,4,Larrea,annuals,no shrub flowers,0.0,0.0,200.0,1,Inf
2016,D12,SAA,1,Larrea,annuals,flowering shrub,1466.0,0.01022186894253162,16.0,33,0.022510231923601638
2016,D12,SAA,2,Larrea,annuals,flowering shrub,2993.0,0.00905608539891557,25.0,64,0.021383227530905446
2016,D12,SAA,3,Larrea,annuals,flowering shrub,1019.0,0.010582175421106196,11.0,22,0.021589793915603533
2016,D12,SAA,4,Larrea,annuals,flowering shrub,3431.0,0.012596187734962405,23.0,56,0.01632177207811134
2016,D12,SX,1,Larrea,none,flowering shrub,83.0,0.018444444444444444,200.0,5,0.060240963855421686
2016,D12,SX,2,Larrea,none,flowering shrub,88.0,0.03259259259259259,200.0,3,0.03409090909090909
2016,D12,SX,3,Larrea,none,flowering shrub,264.0,0.048888888888888885,200.0,6,0.022727272727272728
2016,D12,SX,4,Larrea,none,flowering shrub,72.0,0.02,200.0,4,0.05555555555555555
2016,D13,AMB,1,Ambrosia,annuals,no shrub flowers,1181.0,0.010454102859166151,18.0,26,0.02201524132091448
2016,D13,AMB,2,Ambrosia,annuals,no shrub flowers,967.0,0.011712693798449612,18.0,20,0.020682523267838676
2016,D13,AMB,3,Ambrosia,annuals,no shrub flowers,854.0,0.03543274417060825,15.0,6,0.00702576112412178
2016,D13,AMB,4,Ambrosia,annuals,no shrub flowers,1087.0,0.008810536980749746,21.0,25,0.022999080036798528
2016,D13,OA,1,open,annuals,no shrub flowers,1652.0,0.018946909658106914,38.0,19,0.011501210653753027
2016,D13,OA,2,open,annuals,no shrub flowers,348.0,0.008436363636363636,20.0,11,0.031609195402298854
2016,D13,OA,3,open,annuals,no shrub flowers,928.0,0.007481698861620819,31.0,22,0.023706896551724137
2016,D13,OA,4,open,annuals,no shrub flowers,1541.0,0.014638131334720203,28.0,21,0.0136275146009085
2016,D13,SA,1,Larrea,annuals,no shrub flowers,9.0,0.0033333333333333335,200.0,3,0.3333333333333333
2016,D13,SA,2,Larrea,annuals,no shrub flowers,1.0,0.0011111111111111111,200.0,1,1.0
2016,D13,SA,3,Larrea,annuals,no shrub flowers,14.0,0.0038888888888888888,200.0,4,0.2857142857142857
2016,D13,SA,4,Larrea,annuals,no shrub flowers,75.0,0.041666666666666664,200.0,2,0.02666666666666667
2016,D13,SAA,1,Larrea,annuals,flowering shrub,614.0,0.0073562006541507425,27.0,19,0.030944625407166124
2016,D13,SAA,2,Larrea,annuals,flowering shrub,2621.0,0.00527088444676829,31.0,92,0.03510110644792064
2016,D13,SAA,3,Larrea,annuals,flowering shrub,1131.0,0.005762029701709249,25.0,37,0.032714412024756855
2016,D13,SAA,4,Larrea,annuals,flowering shrub,2319.0,0.02034924534924535,32.0,22,0.009486847779215178
2016,D13,SX,1,Larrea,none,flowering shrub,1.0,0.0011111111111111111,200.0,1,1.0
2016,D13,SX,2,Larrea,none,flowering shrub,18.0,0.006666666666666667,200.0,3,0.16666666666666666
2016,D13,SX,3,Larrea,none,flowering shrub,148.0,0.03288888888888889,200.0,5,0.033783783783783786
2016,D13,SX,4,Larrea,none,flowering shrub,128.0,0.04740740740740741,200.0,3,0.0234375
2016,D14,AMB,1,Ambrosia,annuals,no shrub flowers,496.0,0.004280216081876392,26.0,26,0.05241935483870968
2016,D14,AMB,2,Ambrosia,annuals,no shrub flowers,1401.0,0.00825379992930364,24.0,41,0.02926481084939329
2016,D14,AMB,3,Ambrosia,annuals,no shrub flowers,3640.0,0.026078234704112337,23.0,28,0.007692307692307693
2016,D14,AMB,4,Ambrosia,annuals,no shrub flowers,760.0,0.006991591691045243,26.0,22,0.02894736842105263
2016,D14,OA,1,open,annuals,no shrub flowers,1931.0,0.003556634477067904,23.0,109,0.056447436561367165
2016,D14,OA,2,open,annuals,no shrub flowers,331.0,0.005994639235004346,25.0,14,0.04229607250755287
2016,D14,OA,3,open,annuals,no shrub flowers,1230.0,0.009167064154543287,31.0,28,0.022764227642276424
2016,D14,OA,4,open,annuals,no shrub flowers,1159.0,0.007734194616092998,36.0,31,0.026747195858498704
2016,D14,SA,1,Larrea,annuals,no shrub flowers,0.0,0.0,200.0,1,Inf
2016,D14,SA,2,Larrea,annuals,no shrub flowers,9.0,0.005,200.0,2,0.2222222222222222
2016,D14,SA,3,Larrea,annuals,no shrub flowers,0.0,0.0,200.0,1,Inf
2016,D14,SA,4,Larrea,annuals,no shrub flowers,1.0,0.0011111111111111111,200.0,1,1.0
2016,D14,SAA,1,Larrea,annuals,flowering shrub,1141.0,0.011284962614234284,19.0,23,0.020157756354075372
2016,D14,SAA,2,Larrea,annuals,flowering shrub,2004.0,0.005681560444545248,27.0,80,0.03992015968063872
2016,D14,SAA,3,Larrea,annuals,flowering shrub,398.0,0.0034422514746328555,32.0,26,0.06532663316582915
2016,D14,SAA,4,Larrea,annuals,flowering shrub,1990.0,0.005596175478065242,35.0,70,0.035175879396984924
2016,D14,SX,1,Larrea,none,flowering shrub,3.0,0.0033333333333333335,200.0,1,0.3333333333333333
2016,D14,SX,2,Larrea,none,flowering shrub,13.0,0.007222222222222223,200.0,2,0.15384615384615385
2016,D14,SX,3,Larrea,none,flowering shrub,23.0,0.008518518518518519,200.0,3,0.13043478260869565
2016,D14,SX,4,Larrea,none,flowering shrub,3.0,0.0016666666666666666,200.0,2,0.6666666666666666
2016,D15,AMB,1,Ambrosia,annuals,no shrub flowers,4850.0,0.013017076570246776,20.11392405063291,79,0.01628865979381443
2016,D15,AMB,2,Ambrosia,annuals,no shrub flowers,2226.0,0.006939817706422933,18.59493670886076,79,0.035489667565139264
2016,D15,AMB,3,Ambrosia,annuals,no shrub flowers,1063.0,0.006356582724687759,24.10810810810811,37,0.034807149576669805
2016,D15,OA,1,open,annuals,no shrub flowers,1625.0,0.0071427974625187666,24.54901960784314,51,0.031384615384615386
2016,D15,OA,2,open,annuals,no shrub flowers,1273.0,0.01017293185014704,17.0,33,0.025923016496465043
2016,D15,OA,3,open,annuals,no shrub flowers,86944.0,0.49410654892739836,21.4,35,4.0255796834744206e-4
2016,D15,OA,4,open,annuals,no shrub flowers,1195.0,0.0058853030353845995,17.642857142857142,42,0.035146443514644354
2016,D15,OA,5,open,annuals,no shrub flowers,43.0,0.008383700526418405,5.0,1,0.023255813953488372
2016,D15,SA,1,Larrea,annuals,no shrub flowers,17.0,0.004722222222222222,200.0,4,0.23529411764705882
2016,D15,SA,2,Larrea,annuals,no shrub flowers,0.0,0.0,200.0,1,Inf
2016,D15,SA,3,Larrea,annuals,no shrub flowers,4.0,0.0044444444444444444,200.0,1,0.25
2016,D15,SA,4,Larrea,annuals,no shrub flowers,20.0,0.005555555555555556,200.0,4,0.2
2016,D15,SAA,1,Larrea,annuals,flowering shrub,1146.0,0.008178820708260181,18.0,33,0.028795811518324606
2016,D15,SAA,2,Larrea,annuals,flowering shrub,1326.0,0.006835227712054435,21.0,45,0.033936651583710405
2016,D15,SAA,3,Larrea,annuals,flowering shrub,2461.0,0.006769071223436578,16.875,72,0.029256399837464444
2016,D15,SAA,4,Larrea,annuals,flowering shrub,1050.0,0.006068386834428369,17.525,40,0.0380952380952381
2016,D15,SX,1,Larrea,none,flowering shrub,62.0,0.013777777777777778,200.0,5,0.08064516129032258
2016,D15,SX,2,Larrea,none,flowering shrub,17.0,0.009444444444444445,200.0,2,0.11764705882352941
2016,D15,SX,3,Larrea,none,flowering shrub,40.0,0.022222222222222223,200.0,2,0.05
2016,D15,SX,4,Larrea,none,flowering shrub,0.0,0.0,200.0,1,Inf
2016,D9,AMB,1,Ambrosia,annuals,no shrub flowers,1830.0,0.021910919540229886,16.166666666666668,24,0.013114754098360656
2016,D9,AMB,2,Ambrosia,annuals,no shrub flowers,986.0,0.008139575225510605,17.933333333333334,30,0.030425963488843813
2016,D9,AMB,3,Ambrosia,annuals,no shrub flowers,1088.0,0.007622677465459742,20.0,34,0.03125
2016,D9,AMB,4,Ambrosia,annuals,no shrub flowers,1454.0,0.006314792858290663,24.0,47,0.032324621733149934
2016,D9,OA,1,open,annuals,no shrub flowers,67300.0,0.2767087691599237,22.0,54,8.023774145616641e-4
2016,D9,OA,2,open,annuals,no shrub flowers,695.0,0.008052929180571005,28.0,24,0.034532374100719423
2016,D9,OA,3,open,annuals,no shrub flowers,1604.0,0.007684863119364514,20.0,43,0.02680798004987531
2016,D9,OA,4,open,annuals,no shrub flowers,4803.0,0.012682594505529325,23.0,76,0.015823443681032688
2016,D9,SA,1,Larrea,annuals,no shrub flowers,4.0,0.0014814814814814814,200.0,3,0.75
